Formulation,n,r_min,r_max,Instance,Status,Gap,Time,Cuts
ABF-D,20,0.4,0.6,0,Time_limit,0.21799038,600.35,18454
ABF-D,20,0.4,0.6,1,Time_limit,0.27460591,602.01,20218
ABF-D,20,0.4,0.6,2,Time_limit,0.29176157,601.04,20076
ABF-D,20,0.4,0.6,3,Time_limit,0.26169817,600.36,18048
ABF-D,20,0.4,0.6,4,Time_limit,0.2324534,601.77,16960
ABF-D,20,0.25,0.75,0,Time_limit,0.18252662,600.41,18126
ABF-D,20,0.25,0.75,1,Time_limit,0.24641957,601.59,17286
ABF-D,20,0.25,0.75,2,Time_limit,0.28849245,600.45,17286
ABF-D,20,0.25,0.75,3,Time_limit,0.26465239,600.42,16476
ABF-D,20,0.25,0.75,4,Time_limit,0.23458369,600.67,16536
ABF-D,20,1.0,1.0,0,Time_limit,0.50312764,600.22,16294
ABF-D,20,1.0,1.0,1,Time_limit,0.6524459,601.6,17254
ABF-D,20,1.0,1.0,2,Time_limit,0.62307305,602.19,19834
ABF-D,20,1.0,1.0,3,Time_limit,0.68410001,601.38,16730
ABF-D,20,1.0,1.0,4,Time_limit,0.56761707,600.28,15346
ABF-D,20,0.8,1.2,0,Time_limit,0.49618904,601.75,16230
ABF-D,20,0.8,1.2,1,Time_limit,0.61485182,600.52,21934
ABF-D,20,0.8,1.2,2,Time_limit,0.6516063,601.1,25282
ABF-D,20,0.8,1.2,3,Time_limit,0.66041843,600.73,24030
ABF-D,20,0.8,1.2,4,Time_limit,0.55975679,600.49,21758
ABF-D,20,0.5,1.5,0,Time_limit,0.41068797,600.7,22776
ABF-D,20,0.5,1.5,1,Time_limit,0.58240937,600.57,19872
ABF-D,20,0.5,1.5,2,Time_limit,0.5824629,600.2,22742
ABF-D,20,0.5,1.5,3,Time_limit,0.63702482,600.2,19532
ABF-D,20,0.5,1.5,4,Time_limit,0.56196886,602.06,18412
ABF-A-D,20,0.25,0.25,0,Time_limit,0.03232781,600.22,210
ABF-A-D,20,0.25,0.25,1,Optimal,0.0,102.06,42
ABF-A-D,20,0.25,0.25,2,Optimal,0.0,371.7,210
ABF-A-D,20,0.25,0.25,3,Optimal,0.0,440.74,142
ABF-A-D,20,0.25,0.25,4,Optimal,0.0,223.86,278
ABF-A-D,20,0.2,0.3,0,Optimal,0.0,396.56,168
ABF-A-D,20,0.2,0.3,1,Optimal,0.0,99.7,36
ABF-A-D,20,0.2,0.3,2,Time_limit,0.04289307,600.18,118
ABF-A-D,20,0.2,0.3,3,Time_limit,0.04928736,600.25,212
ABF-A-D,20,0.2,0.3,4,Optimal,0.0,215.27,160
ABF-A-D,20,0.125,0.375,0,Optimal,0.0,463.8,262
ABF-A-D,20,0.125,0.375,1,Optimal,0.0,60.1,34
ABF-A-D,20,0.125,0.375,2,Optimal,0.0,527.09,162
ABF-A-D,20,0.125,0.375,3,Optimal,0.0,416.84,134
ABF-A-D,20,0.125,0.375,4,Optimal,0.0,182.88,232
ABF-A-D,20,0.5,0.5,0,Time_limit,0.21211601,600.26,106
ABF-A-D,20,0.5,0.5,1,Time_limit,0.16488834,600.3,104
ABF-A-D,20,0.5,0.5,2,Time_limit,0.26949156,600.19,88
ABF-A-D,20,0.5,0.5,3,Time_limit,0.1982827,600.3,72
ABF-A-D,20,0.5,0.5,4,Time_limit,0.18161594,600.17,56
ABF-A-D,20,0.4,0.6,0,Time_limit,0.19528389,600.24,146
ABF-A-D,20,0.4,0.6,1,Time_limit,0.1437186,600.19,100
ABF-A-D,20,0.4,0.6,2,Time_limit,0.2597991,600.39,42
ABF-A-D,20,0.4,0.6,3,Time_limit,0.21168876,600.17,96
ABF-A-D,20,0.4,0.6,4,Time_limit,0.18362495,600.27,184
ABF-A-D,20,0.25,0.75,0,Time_limit,0.17477272,600.25,100
ABF-A-D,20,0.25,0.75,1,Time_limit,0.10304885,600.31,104
ABF-A-D,20,0.25,0.75,2,Time_limit,0.27977559,600.32,68
ABF-A-D,20,0.25,0.75,3,Time_limit,0.26133696,600.2,224
ABF-A-D,20,0.25,0.75,4,Time_limit,0.16975664,600.29,176
ABF-A-D,20,1.0,1.0,0,Time_limit,0.45555262,600.15,178
ABF-A-D,20,1.0,1.0,1,Time_limit,0.80462426,600.16,88
ABF-A-D,20,1.0,1.0,2,Time_limit,0.56798514,600.17,122
ABF-A-D,20,1.0,1.0,3,Time_limit,0.57947497,600.09,168
ABF-A-D,20,1.0,1.0,4,Time_limit,0.49735118,600.15,134
ABF-A-D,20,0.8,1.2,0,Time_limit,0.49634599,600.18,224
ABF-A-D,20,0.8,1.2,1,Time_limit,0.7991386,600.23,108
ABF-A-D,20,0.8,1.2,2,Time_limit,0.58054217,600.29,224
ABF-A-D,20,0.8,1.2,3,Time_limit,0.71041967,600.06,108
ABF-A-D,20,0.8,1.2,4,Time_limit,0.52370934,600.17,82
ABF-A-D,20,0.5,1.5,0,Time_limit,0.38746292,600.21,228
ABF-A-D,20,0.5,1.5,1,Time_limit,0.67704039,600.18,74
ABF-A-D,20,0.5,1.5,2,Time_limit,0.49271413,600.05,228
ABF-A-D,20,0.5,1.5,3,Time_limit,0.57436835,600.18,140
ABF-A-D,20,0.5,1.5,4,Time_limit,0.5464295,600.21,122
ABF-A,20,0.25,0.25,0,Optimal,0.0079833,131.91,0
ABF-A,20,0.25,0.25,1,Optimal,0.00902718,32.8,0
ABF-A,20,0.25,0.25,2,Optimal,0.00919312,212.92,0
ABF-A,20,0.25,0.25,3,Optimal,0.00900318,183.79,0
ABF-A,20,0.25,0.25,4,Optimal,0.01326966,110.43,0
ABF-A,20,0.2,0.3,0,Optimal,0.00805353,193.54,0
ABF-A,20,0.2,0.3,1,Optimal,0.00826948,48.96,0
ABF-A,20,0.2,0.3,2,Optimal,0.00955705,454.92,0
ABF-A,20,0.2,0.3,3,Optimal,0.00872597,169.24,0
ABF-A,20,0.2,0.3,4,Optimal,0.01299047,87.65,0
ABF-A,20,0.125,0.375,0,Optimal,0.00901019,133.51,0
ABF-A,20,0.125,0.375,1,Optimal,0.00842054,44.8,0
ABF-A,20,0.125,0.375,2,Optimal,0.00936328,362.5,0
ABF-A,20,0.125,0.375,3,Optimal,0.00951433,145.1,0
ABF-A,20,0.125,0.375,4,Optimal,0.01195453,103.68,0
ABF-A,20,0.5,0.5,0,Time_limit,0.15618394,600.13,0
ABF-A,20,0.5,0.5,1,Time_limit,0.18031316,600.11,0
ABF-A,20,0.5,0.5,2,Time_limit,0.20279082,600.16,0
ABF-A,20,0.5,0.5,3,Time_limit,0.1564564,600.16,0
ABF-A,20,0.5,0.5,4,Time_limit,0.12882678,600.14,0
ABF-A,20,0.4,0.6,0,Time_limit,0.14733134,600.14,0
ABF-A,20,0.4,0.6,1,Time_limit,0.12569212,600.27,0
ABF-A,20,0.4,0.6,2,Time_limit,0.1869325,600.12,0
ABF-A,20,0.4,0.6,3,Time_limit,0.15662153,600.12,0
ABF-A,20,0.4,0.6,4,Time_limit,0.11217587,600.12,0
ABF-A,20,0.25,0.75,0,Time_limit,0.09140361,600.12,0
ABF-A,20,0.25,0.75,1,Time_limit,0.08090659,600.22,0
ABF-A,20,0.25,0.75,2,Time_limit,0.17066778,600.12,0
ABF-A,20,0.25,0.75,3,Time_limit,0.1451114,600.15,0
ABF-A,20,0.25,0.75,4,Time_limit,0.10233159,600.16,0
ABF-A,20,1.0,1.0,0,Time_limit,0.3962624,600.13,0
ABF-A,20,1.0,1.0,1,Time_limit,0.52717547,600.15,0
ABF-A,20,1.0,1.0,2,Time_limit,0.49474448,600.1,0
ABF-A,20,1.0,1.0,3,Time_limit,0.51702992,600.11,0
ABF-A,20,1.0,1.0,4,Time_limit,0.47778277,600.09,0
ABF-A,20,0.8,1.2,0,Time_limit,0.3940706,600.13,0
ABF-A,20,0.8,1.2,1,Time_limit,0.48528251,600.11,0
ABF-A,20,0.8,1.2,2,Time_limit,0.55950645,600.1,0
ABF-A,20,0.8,1.2,3,Time_limit,0.52564099,600.11,0
ABF-A,20,0.8,1.2,4,Time_limit,0.49398335,600.11,0
ABF-A,20,0.5,1.5,0,Time_limit,0.29349542,600.13,0
ABF-A,20,0.5,1.5,1,Time_limit,0.47988544,600.13,0
ABF-A,20,0.5,1.5,2,Time_limit,0.43963772,600.17,0
ABF-A,20,0.5,1.5,3,Time_limit,0.49115812,600.09,0
ABF-A,20,0.5,1.5,4,Time_limit,0.47077921,600.1,0
SBF,20,0.25,0.25,0,Time_limit,0.89076973,600.1,0
SBF,20,0.25,0.25,1,Time_limit,0.89748347,600.13,0
SBF,20,0.25,0.25,2,Time_limit,0.82354433,600.09,0
SBF,20,0.25,0.25,3,Time_limit,0.82820088,600.06,0
SBF,20,0.25,0.25,4,Time_limit,0.86858088,600.07,0
SBF,20,0.2,0.3,0,Time_limit,0.93039595,600.35,0
SBF,20,0.2,0.3,1,Time_limit,0.87951198,600.06,0
SBF,20,0.2,0.3,2,Time_limit,0.83645528,600.03,0
SBF,20,0.2,0.3,3,Time_limit,0.86012861,600.11,0
SBF,20,0.2,0.3,4,Time_limit,0.724767,600.1,0
SBF,20,0.125,0.375,0,Time_limit,0.89878705,600.08,0
SBF,20,0.125,0.375,1,Time_limit,0.81571379,600.08,0
SBF,20,0.125,0.375,2,Time_limit,0.79084029,600.13,0
SBF,20,0.125,0.375,3,Time_limit,0.8692226,600.03,0
SBF,20,0.125,0.375,4,Time_limit,0.70588319,600.14,0
SBF,20,0.5,0.5,0,Time_limit,0.88420669,600.09,0
SBF,20,0.5,0.5,1,Time_limit,0.70391228,600.11,0
SBF,20,0.5,0.5,2,Time_limit,0.74850608,600.13,0
SBF,20,0.5,0.5,3,Time_limit,0.8330704,600.04,0
SBF,20,0.5,0.5,4,Time_limit,0.73541785,600.07,0
SBF,20,0.4,0.6,0,Time_limit,0.57057651,600.1,0
SBF,20,0.4,0.6,1,Time_limit,0.68793905,600.1,0
SBF,20,0.4,0.6,2,Time_limit,0.91307638,600.13,0
SBF,20,0.4,0.6,3,Time_limit,0.83096859,600.03,0
SBF,20,0.4,0.6,4,Time_limit,0.87671543,600.14,0
SBF,20,0.25,0.75,0,Time_limit,0.90206761,600.08,0
SBF,20,0.25,0.75,1,Time_limit,0.71977432,600.04,0
SBF,20,0.25,0.75,2,Time_limit,0.75651358,600.08,0
SBF,20,0.25,0.75,3,Time_limit,0.93425658,600.08,0
SBF,20,0.25,0.75,4,Time_limit,0.88404968,600.08,0
SBF,20,1.0,1.0,0,Time_limit,0.5828249,600.25,0
SBF,20,1.0,1.0,1,Time_limit,0.91071514,600.09,0
SBF,20,1.0,1.0,2,Time_limit,0.65777988,600.06,0
SBF,20,1.0,1.0,3,Time_limit,0.85988516,600.08,0
SBF,20,1.0,1.0,4,Time_limit,0.88720904,600.11,0
SBF,20,0.8,1.2,0,Time_limit,0.77650027,600.07,0
SBF,20,0.8,1.2,1,Time_limit,0.6701738,600.11,0
SBF,20,0.8,1.2,2,Time_limit,0.81831168,600.08,0
SBF,20,0.8,1.2,3,Time_limit,0.92478101,600.17,0
SBF,20,0.8,1.2,4,Time_limit,0.88179189,600.08,0
SBF,20,0.5,1.5,0,Time_limit,0.85719207,600.03,0
SBF,20,0.5,1.5,1,Time_limit,0.62990221,600.09,0
SBF,20,0.5,1.5,2,Time_limit,0.72484776,600.08,0
SBF,20,0.5,1.5,3,Time_limit,0.9539637,600.16,0
SBF,20,0.5,1.5,4,Time_limit,0.58428606,600.08,0
SBF-A-D-enum,20,0.25,0.25,0,Time_limit,0.56951275,600.07,152
SBF-A-D-enum,20,0.25,0.25,1,Time_limit,0.34742272,600.05,150
SBF-A-D-enum,20,0.25,0.25,2,Time_limit,0.53472236,600.01,118
SBF-A-D-enum,20,0.25,0.25,3,Time_limit,0.64465445,600.08,130
SBF-A-D-enum,20,0.25,0.25,4,Time_limit,0.4624843,600.02,154
SBF-A-D-enum,20,0.2,0.3,0,Time_limit,0.59175952,600.05,88
SBF-A-D-enum,20,0.2,0.3,1,Time_limit,0.38356448,600.03,84
SBF-A-D-enum,20,0.2,0.3,2,Time_limit,0.4391776,600.02,152
SBF-A-D-enum,20,0.2,0.3,3,Time_limit,0.669048,600.03,98
SBF-A-D-enum,20,0.2,0.3,4,Time_limit,0.51061062,600.05,142
SBF-A-D-enum,20,0.125,0.375,0,Time_limit,0.45304478,600.03,184
SBF-A-D-enum,20,0.125,0.375,1,Time_limit,0.60065832,600.04,350
SBF-A-D-enum,20,0.125,0.375,2,Time_limit,0.54995213,600.02,170
SBF-A-D-enum,20,0.125,0.375,3,Time_limit,0.54721486,600.04,486
SBF-A-D-enum,20,0.125,0.375,4,Time_limit,0.6143607,600.04,334
SBF-A-D-enum,20,0.5,0.5,0,Time_limit,0.53476569,600.03,116
SBF-A-D-enum,20,0.5,0.5,1,Time_limit,0.39342842,600.05,174
SBF-A-D-enum,20,0.5,0.5,2,Time_limit,0.61636522,600.09,294
SBF-A-D-enum,20,0.5,0.5,3,Time_limit,0.47034942,600.03,84
SBF-A-D-enum,20,0.5,0.5,4,Time_limit,0.62494702,600.04,244
SBF-A-D-enum,20,0.4,0.6,0,Time_limit,0.55543147,600.02,420
SBF-A-D-enum,20,0.4,0.6,1,Time_limit,0.54685609,600.04,330
SBF-A-D-enum,20,0.4,0.6,2,Time_limit,0.59607053,600.08,170
SBF-A-D-enum,20,0.4,0.6,3,Time_limit,0.63836188,600.05,170
SBF-A-D-enum,20,0.4,0.6,4,Time_limit,0.55630296,600.09,146
SBF-A-D-enum,20,0.25,0.75,0,Time_limit,0.55921392,600.04,206
SBF-A-D-enum,20,0.25,0.75,1,Time_limit,0.52840784,600.03,164
SBF-A-D-enum,20,0.25,0.75,2,Time_limit,0.62661322,600.04,164
SBF-A-D-enum,20,0.25,0.75,3,Time_limit,0.60803919,600.09,408
SBF-A-D-enum,20,0.25,0.75,4,Time_limit,0.62512266,600.05,172
SBF-A-D-enum,20,1.0,1.0,0,Time_limit,0.3082093,600.06,268
SBF-A-D-enum,20,1.0,1.0,1,Time_limit,0.63518965,600.06,698
SBF-A-D-enum,20,1.0,1.0,2,Time_limit,0.46796539,600.02,926
SBF-A-D-enum,20,1.0,1.0,3,Time_limit,0.5084184,600.02,174
SBF-A-D-enum,20,1.0,1.0,4,Time_limit,0.55488194,600.02,90
SBF-A-D-enum,20,0.8,1.2,0,Time_limit,0.47286962,600.03,418
SBF-A-D-enum,20,0.8,1.2,1,Time_limit,0.67517396,600.01,674
SBF-A-D-enum,20,0.8,1.2,2,Time_limit,0.54230187,600.02,392
SBF-A-D-enum,20,0.8,1.2,3,Time_limit,0.50840115,600.01,162
SBF-A-D-enum,20,0.8,1.2,4,Time_limit,0.50578378,600.01,112
SBF-A-D-enum,20,0.5,1.5,0,Time_limit,0.43190815,600.01,566
SBF-A-D-enum,20,0.5,1.5,1,Time_limit,0.65338985,600.06,1084
SBF-A-D-enum,20,0.5,1.5,2,Time_limit,0.39804082,600.03,538
SBF-A-D-enum,20,0.5,1.5,3,Time_limit,0.56812073,600.06,746
SBF-A-D-enum,20,0.5,1.5,4,Time_limit,0.60976924,600.04,316
SBF-D-enum,20,0.25,0.25,0,Time_limit,0.97112504,600.3,1768
SBF-D-enum,20,0.25,0.25,1,Time_limit,1.0,600.74,1779
SBF-D-enum,20,0.25,0.25,2,Time_limit,1.0,601.44,1852
SBF-D-enum,20,0.25,0.25,3,Time_limit,1.0,600.71,1759
SBF-D-enum,20,0.25,0.25,4,Time_limit,1.0,600.32,1581
SBF-D-enum,20,0.2,0.3,0,Time_limit,0.96391478,600.15,1879
SBF-D-enum,20,0.2,0.3,1,Time_limit,1.0,600.61,1640
SBF-D-enum,20,0.2,0.3,2,Time_limit,1.0,600.11,1707
SBF-D-enum,20,0.2,0.3,3,Time_limit,1.0,600.8,1758
SBF-D-enum,20,0.2,0.3,4,Time_limit,0.99482926,600.62,1823
SBF-D-enum,20,0.125,0.375,0,Time_limit,0.95881172,600.12,1752
SBF-D-enum,20,0.125,0.375,1,Time_limit,1.0,600.91,1787
SBF-D-enum,20,0.125,0.375,2,Time_limit,1.0,600.18,1710
SBF-D-enum,20,0.125,0.375,3,Time_limit,1.0,600.6,1758
SBF-D-enum,20,0.125,0.375,4,Time_limit,1.0,600.78,1780
SBF-D-enum,20,0.5,0.5,0,Time_limit,1.0,600.22,1744
SBF-D-enum,20,0.5,0.5,1,Time_limit,1.0,600.7,1849
SBF-D-enum,20,0.5,0.5,2,Time_limit,1.0,600.18,1972
SBF-D-enum,20,0.5,0.5,3,Time_limit,1.0,600.62,1832
SBF-D-enum,20,0.5,0.5,4,Time_limit,1.0,600.78,1812
SBF-D-enum,20,0.4,0.6,0,Time_limit,1.0,600.63,1949
SBF-D-enum,20,0.4,0.6,1,Time_limit,1.0,600.49,1629
SBF-D-enum,20,0.4,0.6,2,Time_limit,1.0,600.32,2099
SBF-D-enum,20,0.4,0.6,3,Time_limit,1.0,600.39,1753
SBF-D-enum,20,0.4,0.6,4,Time_limit,1.0,600.39,1988
SBF-D-enum,20,0.25,0.75,0,Time_limit,0.9911547,600.45,2060
SBF-D-enum,20,0.25,0.75,1,Time_limit,1.0,600.66,1776
SBF-D-enum,20,0.25,0.75,2,Time_limit,1.0,600.04,1807
SBF-D-enum,20,0.25,0.75,3,Time_limit,1.0,600.15,1803
SBF-D-enum,20,0.25,0.75,4,Time_limit,1.0,600.61,1840
SBF-D-enum,20,1.0,1.0,0,Time_limit,1.0,600.58,1991
SBF-D-enum,20,1.0,1.0,1,Time_limit,1.0,601.61,2417
SBF-D-enum,20,1.0,1.0,2,Time_limit,1.0,600.53,2658
SBF-D-enum,20,1.0,1.0,3,Time_limit,1.0,600.31,2631
SBF-D-enum,20,1.0,1.0,4,Time_limit,1.0,600.46,2316
SBF-D-enum,20,0.8,1.2,0,Time_limit,1.0,600.31,2386
SBF-D-enum,20,0.8,1.2,1,Time_limit,1.0,600.68,2350
SBF-D-enum,20,0.8,1.2,2,Time_limit,1.0,600.78,2809
SBF-D-enum,20,0.8,1.2,3,Time_limit,1.0,600.18,2294
SBF-D-enum,20,0.8,1.2,4,Time_limit,1.0,600.65,2353
SBF-D-enum,20,0.5,1.5,0,Time_limit,1.0,600.26,2353
SBF-D-enum,20,0.5,1.5,1,Time_limit,1.0,600.24,2303
SBF-D-enum,20,0.5,1.5,2,Time_limit,1.0,600.2,2615
SBF-D-enum,20,0.5,1.5,3,Time_limit,1.0,600.56,2456
SBF-D-enum,20,0.5,1.5,4,Time_limit,1.0,600.59,2284
SBF-A,20,0.25,0.25,0,Time_limit,0.2032584,600.09,0
SBF-A,20,0.25,0.25,1,Time_limit,0.41012726,600.06,0
SBF-A,20,0.25,0.25,2,Time_limit,0.31500491,600.02,0
SBF-A,20,0.25,0.25,3,Time_limit,0.34047014,600.04,0
SBF-A,20,0.25,0.25,4,Time_limit,0.48607691,600.04,0
SBF-A,20,0.2,0.3,0,Time_limit,0.25397586,600.04,0
SBF-A,20,0.2,0.3,1,Time_limit,0.38792336,600.05,0
SBF-A,20,0.2,0.3,2,Time_limit,0.25519576,600.06,0
SBF-A,20,0.2,0.3,3,Time_limit,0.34932117,600.04,0
SBF-A,20,0.2,0.3,4,Time_limit,0.47162547,600.04,0
SBF-A,20,0.125,0.375,0,Time_limit,0.28306565,600.04,0
SBF-A,20,0.125,0.375,1,Time_limit,0.38852532,600.03,0
SBF-A,20,0.125,0.375,2,Time_limit,0.25445802,600.06,0
SBF-A,20,0.125,0.375,3,Time_limit,0.42310273,600.04,0
SBF-A,20,0.125,0.375,4,Time_limit,0.435935,600.05,0
SBF-A,20,0.5,0.5,0,Time_limit,0.15128615,600.06,0
SBF-A,20,0.5,0.5,1,Time_limit,0.33493481,600.07,0
SBF-A,20,0.5,0.5,2,Time_limit,0.29173064,600.04,0
SBF-A,20,0.5,0.5,3,Time_limit,0.23578353,600.07,0
SBF-A,20,0.5,0.5,4,Time_limit,0.40807287,600.05,0
SBF-A,20,0.4,0.6,0,Time_limit,0.22452957,600.09,0
SBF-A,20,0.4,0.6,1,Time_limit,0.32854876,600.07,0
SBF-A,20,0.4,0.6,2,Time_limit,0.20050261,600.04,0
SBF-A,20,0.4,0.6,3,Time_limit,0.30319311,600.04,0
SBF-A,20,0.4,0.6,4,Time_limit,0.4087024,600.06,0
SBF-A,20,0.25,0.75,0,Time_limit,0.45462844,600.05,0
SBF-A,20,0.25,0.75,1,Time_limit,0.37588305,600.06,0
SBF-A,20,0.25,0.75,2,Time_limit,0.1853582,600.12,0
SBF-A,20,0.25,0.75,3,Time_limit,0.23822343,600.04,0
SBF-A,20,0.25,0.75,4,Time_limit,0.47295288,600.08,0
SBF-A,20,1.0,1.0,0,Time_limit,0.06535332,600.05,0
SBF-A,20,1.0,1.0,1,Time_limit,0.41095249,600.05,0
SBF-A,20,1.0,1.0,2,Time_limit,0.13007901,600.03,0
SBF-A,20,1.0,1.0,3,Time_limit,0.10374241,600.02,0
SBF-A,20,1.0,1.0,4,Time_limit,0.4620987,600.08,0
SBF-A,20,0.8,1.2,0,Time_limit,0.0537335,600.1,0
SBF-A,20,0.8,1.2,1,Time_limit,0.40142858,600.07,0
SBF-A,20,0.8,1.2,2,Time_limit,0.16310699,600.04,0
SBF-A,20,0.8,1.2,3,Time_limit,0.18413308,600.04,0
SBF-A,20,0.8,1.2,4,Time_limit,0.3205183,600.06,0
SBF-A,20,0.5,1.5,0,Time_limit,0.06584704,600.07,0
SBF-A,20,0.5,1.5,1,Time_limit,0.34043752,600.06,0
SBF-A,20,0.5,1.5,2,Time_limit,0.1782303,600.02,0
SBF-A,20,0.5,1.5,3,Time_limit,0.23164379,600.06,0
SBF-A,20,0.5,1.5,4,Time_limit,0.52753053,600.05,0
SBF-A-D-dual,10,0.25,0.25,0,Optimal,0.0,5.06,131
SBF-A-D-dual,10,0.25,0.25,1,Optimal,0.0,4.74,135
SBF-A-D-dual,10,0.25,0.25,2,Optimal,0.0,2.29,44
SBF-A-D-dual,10,0.25,0.25,3,Optimal,0.0,4.73,177
SBF-A-D-dual,10,0.25,0.25,4,Optimal,0.0,2.01,41
SBF-A-D-dual,10,0.2,0.3,0,Optimal,0.0,3.87,130
SBF-A-D-dual,10,0.2,0.3,1,Optimal,0.0,3.21,43
SBF-A-D-dual,10,0.2,0.3,2,Optimal,0.0,2.97,35
SBF-A-D-dual,10,0.2,0.3,3,Optimal,0.0,3.15,91
SBF-A-D-dual,10,0.2,0.3,4,Optimal,0.0,3.01,83
SBF-A-D-dual,10,0.125,0.375,0,Optimal,0.0,5.42,185
SBF-A-D-dual,10,0.125,0.375,1,Optimal,0.0,4.2,107
SBF-A-D-dual,10,0.125,0.375,2,Optimal,0.0,2.94,55
SBF-A-D-dual,10,0.125,0.375,3,Optimal,0.0,3.61,87
SBF-A-D-dual,10,0.125,0.375,4,Optimal,0.0,2.49,29
SBF-A-D-dual,10,0.5,0.5,0,Optimal,0.0,4.25,81
SBF-A-D-dual,10,0.5,0.5,1,Optimal,0.0,4.83,187
SBF-A-D-dual,10,0.5,0.5,2,Optimal,0.0,4.34,92
SBF-A-D-dual,10,0.5,0.5,3,Optimal,0.0,3.14,58
SBF-A-D-dual,10,0.5,0.5,4,Optimal,0.0,2.44,24
SBF-A-D-dual,10,0.4,0.6,0,Optimal,0.0,2.95,95
SBF-A-D-dual,10,0.4,0.6,1,Optimal,0.0,2.92,27
SBF-A-D-dual,10,0.4,0.6,2,Optimal,0.0,3.76,26
SBF-A-D-dual,10,0.4,0.6,3,Optimal,0.0,4.8,196
SBF-A-D-dual,10,0.4,0.6,4,Optimal,0.0,1.6,56
SBF-A-D-dual,10,0.25,0.75,0,Optimal,0.0,6.42,151
SBF-A-D-dual,10,0.25,0.75,1,Optimal,0.0,7.46,71
SBF-A-D-dual,10,0.25,0.75,2,Optimal,0.0,4.82,112
SBF-A-D-dual,10,0.25,0.75,3,Optimal,0.0,2.83,43
SBF-A-D-dual,10,0.25,0.75,4,Optimal,0.0,3.44,94
SBF-A-D-dual,10,1.0,1.0,0,Optimal,0.0,9.15,377
SBF-A-D-dual,10,1.0,1.0,1,Optimal,0.0,5.14,116
SBF-A-D-dual,10,1.0,1.0,2,Optimal,0.0,8.01,294
SBF-A-D-dual,10,1.0,1.0,3,Optimal,0.0,2.93,51
SBF-A-D-dual,10,1.0,1.0,4,Optimal,0.0,0.71,52
SBF-A-D-dual,10,0.8,1.2,0,Optimal,0.0,6.07,218
SBF-A-D-dual,10,0.8,1.2,1,Optimal,0.0,4.22,76
SBF-A-D-dual,10,0.8,1.2,2,Optimal,0.0,5.9,144
SBF-A-D-dual,10,0.8,1.2,3,Optimal,0.0,5.14,150
SBF-A-D-dual,10,0.8,1.2,4,Optimal,0.0,0.74,28
SBF-A-D-dual,10,0.5,1.5,0,Optimal,0.0,7.92,290
SBF-A-D-dual,10,0.5,1.5,1,Optimal,0.0,9.75,329
SBF-A-D-dual,10,0.5,1.5,2,Optimal,0.0,4.54,133
SBF-A-D-dual,10,0.5,1.5,3,Optimal,0.0,3.71,121
SBF-A-D-dual,10,0.5,1.5,4,Optimal,0.0,0.9,57
SBF-A-D-dual,15,0.25,0.25,0,Optimal,0.0,130.0,103
SBF-A-D-dual,15,0.25,0.25,1,Time_limit,0.09110346,600.03,547
SBF-A-D-dual,15,0.25,0.25,2,Optimal,0.0,72.07,353
SBF-A-D-dual,15,0.25,0.25,3,Optimal,0.0,424.07,118
SBF-A-D-dual,15,0.25,0.25,4,Optimal,0.0,97.73,124
SBF-A-D-dual,15,0.2,0.3,0,Optimal,0.0,169.68,306
SBF-A-D-dual,15,0.2,0.3,1,Optimal,0.0,442.68,225
SBF-A-D-dual,15,0.2,0.3,2,Optimal,0.0,237.22,1060
SBF-A-D-dual,15,0.2,0.3,3,Time_limit,0.22629035,600.02,263
SBF-A-D-dual,15,0.2,0.3,4,Optimal,0.0,161.54,79
SBF-A-D-dual,15,0.125,0.375,0,Optimal,0.0,159.03,230
SBF-A-D-dual,15,0.125,0.375,1,Time_limit,0.21350672,600.04,394
SBF-A-D-dual,15,0.125,0.375,2,Optimal,0.0,70.87,256
SBF-A-D-dual,15,0.125,0.375,3,Time_limit,0.14678527,600.02,145
SBF-A-D-dual,15,0.125,0.375,4,Optimal,0.0,48.02,91
SBF-A-D-dual,15,0.5,0.5,0,Optimal,0.0,160.92,93
SBF-A-D-dual,15,0.5,0.5,1,Optimal,0.0,273.36,281
SBF-A-D-dual,15,0.5,0.5,2,Optimal,0.0,69.25,418
SBF-A-D-dual,15,0.5,0.5,3,Time_limit,0.08744536,600.02,188
SBF-A-D-dual,15,0.5,0.5,4,Optimal,0.0,123.43,157
SBF-A-D-dual,15,0.4,0.6,0,Optimal,0.0,489.51,508
SBF-A-D-dual,15,0.4,0.6,1,Optimal,0.0,363.04,718
SBF-A-D-dual,15,0.4,0.6,2,Optimal,0.0,149.64,503
SBF-A-D-dual,15,0.4,0.6,3,Time_limit,0.18199752,600.03,755
SBF-A-D-dual,15,0.4,0.6,4,Optimal,0.0,321.68,560
SBF-A-D-dual,15,0.25,0.75,0,Optimal,0.0,305.04,182
SBF-A-D-dual,15,0.25,0.75,1,Time_limit,0.15027981,600.08,592
SBF-A-D-dual,15,0.25,0.75,2,Optimal,0.0,110.31,171
SBF-A-D-dual,15,0.25,0.75,3,Optimal,0.0,281.28,209
SBF-A-D-dual,15,0.25,0.75,4,Optimal,0.0,196.38,208
SBF-A-D-dual,15,1.0,1.0,0,Optimal,0.0,131.65,537
SBF-A-D-dual,15,1.0,1.0,1,Optimal,0.0,320.64,551
SBF-A-D-dual,15,1.0,1.0,2,Optimal,0.0,72.8,639
SBF-A-D-dual,15,1.0,1.0,3,Optimal,0.0,576.6,395
