Formulation,n,r_min,r_max,Instance,Status,Gap,Time,Cuts
ABF-A,15,0.8,1.2,2,Time_limit,0.16851499,600.06,0
ABF-A,15,0.8,1.2,3,Time_limit,0.2941064,600.03,0
ABF-A,15,0.8,1.2,4,Optimal,0.01036829,382.88,0
ABF-A,15,0.5,1.5,0,Optimal,0.0050172,574.77,0
ABF-A,15,0.5,1.5,1,Time_limit,0.11349068,600.07,0
ABF-A,15,0.5,1.5,2,Time_limit,0.13015426,600.06,0
ABF-A,15,0.5,1.5,3,Time_limit,0.29544428,600.05,0
ABF-A,15,0.5,1.5,4,Optimal,0.00861723,506.16,0
ABF-D,15,0.25,0.25,0,Optimal,0.0,10.67,1304
ABF-D,15,0.25,0.25,1,Optimal,0.0,4.76,626
ABF-D,15,0.25,0.25,2,Optimal,0.0,7.58,998
ABF-D,15,0.25,0.25,3,Optimal,0.0,15.44,1928
ABF-D,15,0.25,0.25,4,Optimal,0.0,1.1,122
ABF-D,15,0.2,0.3,0,Optimal,0.0,11.39,1406
ABF-D,15,0.2,0.3,1,Optimal,0.0,5.32,712
ABF-D,15,0.2,0.3,2,Optimal,0.0,8.99,1162
ABF-D,15,0.2,0.3,3,Optimal,0.0,18.78,1928
ABF-D,15,0.2,0.3,4,Optimal,0.0,1.06,122
ABF-D,15,0.125,0.375,0,Optimal,0.0,12.83,1606
ABF-D,15,0.125,0.375,1,Optimal,0.0,7.23,946
ABF-D,15,0.125,0.375,2,Optimal,0.0,12.04,1478
ABF-D,15,0.125,0.375,3,Optimal,0.0,15.55,1956
ABF-D,15,0.125,0.375,4,Optimal,0.0,1.1,132
ABF-D,15,0.5,0.5,0,Time_limit,0.10144415,600.66,29358
ABF-D,15,0.5,0.5,1,Optimal,0.0,98.44,7596
ABF-D,15,0.5,0.5,2,Time_limit,0.14923472,600.49,28912
ABF-D,15,0.5,0.5,3,Time_limit,0.1231895,600.32,29154
ABF-D,15,0.5,0.5,4,Optimal,0.0,50.15,3712
ABF-D,15,0.4,0.6,0,Time_limit,0.11460966,600.56,27386
ABF-D,15,0.4,0.6,1,Optimal,0.0,185.56,10098
ABF-D,15,0.4,0.6,2,Time_limit,0.15996137,600.13,27614
ABF-D,15,0.4,0.6,3,Time_limit,0.12186675,601.22,29006
ABF-D,15,0.4,0.6,4,Optimal,0.0,52.19,3524
ABF-D,15,0.25,0.75,0,Time_limit,0.12608186,601.02,27344
ABF-D,15,0.25,0.75,1,Time_limit,0.11686524,600.91,26078
ABF-D,15,0.25,0.75,2,Time_limit,0.17700001,601.4,26246
ABF-D,15,0.25,0.75,3,Time_limit,0.12285759,600.19,26180
ABF-D,15,0.25,0.75,4,Optimal,0.0,57.64,3366
ABF-D,15,1.0,1.0,0,Time_limit,0.38805993,600.92,28090
ABF-D,15,1.0,1.0,1,Time_limit,0.3386941,601.32,29054
ABF-D,15,1.0,1.0,2,Time_limit,0.45798667,601.59,28562
ABF-D,15,1.0,1.0,3,Time_limit,0.38833083,602.32,30246
ABF-D,15,1.0,1.0,4,Time_limit,0.43626953,601.07,21930
ABF-D,15,0.8,1.2,0,Time_limit,0.40913098,600.98,24202
ABF-D,15,0.8,1.2,1,Time_limit,0.39513975,601.68,26124
ABF-D,15,0.8,1.2,2,Time_limit,0.46032655,601.56,24374
ABF-D,15,0.8,1.2,3,Time_limit,0.39200192,602.11,25816
ABF-D,15,0.8,1.2,4,Time_limit,0.42232941,601.13,20522
ABF-D,15,0.5,1.5,0,Time_limit,0.44855691,601.1,22114
ABF-D,15,0.5,1.5,1,Time_limit,0.45393808,601.11,24122
ABF-D,15,0.5,1.5,2,Time_limit,0.40441371,600.54,24178
ABF-D,15,0.5,1.5,3,Time_limit,0.39060558,601.53,26636
ABF-D,15,0.5,1.5,4,Time_limit,0.42391853,600.42,18896
ABF-A-D,15,0.25,0.25,0,Optimal,0.0,9.1,14
ABF-A-D,15,0.25,0.25,1,Optimal,0.0,11.16,28
ABF-A-D,15,0.25,0.25,2,Optimal,0.0,21.39,18
ABF-A-D,15,0.25,0.25,3,Optimal,0.0,25.17,100
ABF-A-D,15,0.25,0.25,4,Optimal,0.0,5.61,36
ABF-A-D,15,0.2,0.3,0,Optimal,0.0,13.74,12
ABF-A-D,15,0.2,0.3,1,Optimal,0.0,16.54,18
ABF-A-D,15,0.2,0.3,2,Optimal,0.0,20.11,16
ABF-A-D,15,0.2,0.3,3,Optimal,0.0,23.24,70
ABF-A-D,15,0.2,0.3,4,Optimal,0.0,5.04,42
ABF-A-D,15,0.125,0.375,0,Optimal,0.0,16.38,12
ABF-A-D,15,0.125,0.375,1,Optimal,0.0,16.72,38
ABF-A-D,15,0.125,0.375,2,Optimal,0.0,19.87,16
ABF-A-D,15,0.125,0.375,3,Optimal,0.0,25.16,86
ABF-A-D,15,0.125,0.375,4,Optimal,0.0,5.53,34
ABF-A-D,15,0.5,0.5,0,Optimal,0.0,51.89,56
ABF-A-D,15,0.5,0.5,1,Optimal,0.0,32.25,30
ABF-A-D,15,0.5,0.5,2,Optimal,0.0,161.64,48
ABF-A-D,15,0.5,0.5,3,Time_limit,0.06780808,600.19,70
ABF-A-D,15,0.5,0.5,4,Optimal,0.0,114.85,72
ABF-A-D,15,0.4,0.6,0,Optimal,0.0,514.54,192
ABF-A-D,15,0.4,0.6,1,Optimal,0.0,59.08,176
ABF-A-D,15,0.4,0.6,2,Optimal,0.0,175.59,68
ABF-A-D,15,0.4,0.6,3,Time_limit,0.08794895,600.28,124
ABF-A-D,15,0.4,0.6,4,Optimal,0.0,139.17,130
ABF-A-D,15,0.25,0.75,0,Optimal,0.0,454.11,56
ABF-A-D,15,0.25,0.75,1,Optimal,0.0,130.32,38
ABF-A-D,15,0.25,0.75,2,Optimal,0.0,354.88,172
ABF-A-D,15,0.25,0.75,3,Time_limit,0.03320789,600.11,78
ABF-A-D,15,0.25,0.75,4,Optimal,0.0,62.86,90
ABF-A-D,15,1.0,1.0,0,Time_limit,0.19449098,600.23,1178
ABF-A-D,15,1.0,1.0,1,Time_limit,0.21912689,600.11,86
ABF-A-D,15,1.0,1.0,2,Time_limit,0.37118307,600.13,346
ABF-A-D,15,1.0,1.0,3,Time_limit,0.48088094,600.25,346
ABF-A-D,15,1.0,1.0,4,Time_limit,0.27383609,600.27,54
ABF-A-D,15,0.8,1.2,0,Time_limit,0.21132232,600.28,560
ABF-A-D,15,0.8,1.2,1,Time_limit,0.35609028,600.19,78
ABF-A-D,15,0.8,1.2,2,Time_limit,0.22827639,600.14,472
ABF-A-D,15,0.8,1.2,3,Time_limit,0.44298561,600.12,132
ABF-A-D,15,0.8,1.2,4,Time_limit,0.31153978,600.2,86
ABF-A-D,15,0.5,1.5,0,Time_limit,0.24100592,600.19,436
ABF-A-D,15,0.5,1.5,1,Time_limit,0.39749683,600.27,138
ABF-A-D,15,0.5,1.5,2,Time_limit,0.22480385,600.15,136
ABF-A-D,15,0.5,1.5,3,Time_limit,0.41243903,600.1,82
ABF-A-D,15,0.5,1.5,4,Time_limit,0.21378599,600.1,58
ABF,15,0.25,0.25,0,Time_limit,0.42283468,600.03,0
ABF,15,0.25,0.25,1,Suboptimal,0.02016008,345.54,0
ABF,15,0.25,0.25,2,Time_limit,0.33672043,600.17,0
ABF,15,0.25,0.25,3,Time_limit,0.6511344,600.02,0
ABF,15,0.25,0.25,4,Time_limit,0.42983943,600.02,0
ABF,15,0.2,0.3,0,Time_limit,0.6566372,600.14,0
ABF,15,0.2,0.3,1,Time_limit,0.58646485,600.02,0
ABF,15,0.2,0.3,2,Time_limit,0.47857111,600.05,0
ABF,15,0.2,0.3,3,Time_limit,0.63103068,600.03,0
ABF,15,0.2,0.3,4,Optimal,8.616e-05,4.35,0
ABF,15,0.125,0.375,0,Time_limit,0.49472389,600.05,0
ABF,15,0.125,0.375,1,Time_limit,0.59223442,600.06,0
ABF,15,0.125,0.375,2,Suboptimal,0.01578714,550.62,0
ABF,15,0.125,0.375,3,Time_limit,0.05205032,600.19,0
ABF,15,0.125,0.375,4,Time_limit,0.47186669,600.04,0
ABF,15,0.5,0.5,0,Time_limit,0.50509077,600.04,0
ABF,15,0.5,0.5,1,Time_limit,0.78517011,600.08,0
ABF,15,0.5,0.5,2,Time_limit,0.37702223,600.29,0
ABF,15,0.5,0.5,3,Time_limit,0.7445179,600.06,0
ABF,15,0.5,0.5,4,Time_limit,0.6735915,600.04,0
ABF,15,0.4,0.6,0,Time_limit,0.10730147,600.24,0
ABF,15,0.4,0.6,1,Time_limit,0.71055193,600.06,0
ABF,15,0.4,0.6,2,Time_limit,0.17449584,600.05,0
ABF,15,0.4,0.6,3,Time_limit,0.79454008,600.06,0
ABF,15,0.4,0.6,4,Time_limit,0.78279,600.05,0
ABF,15,0.25,0.75,0,Time_limit,0.66156437,600.08,0
ABF,15,0.25,0.75,1,Time_limit,0.30112821,600.19,0
ABF,15,0.25,0.75,2,Time_limit,0.19976834,600.12,0
ABF,15,0.25,0.75,3,Time_limit,0.84946996,600.18,0
ABF,15,0.25,0.75,4,Suboptimal,0.05116035,322.59,0
ABF,15,1.0,1.0,0,Time_limit,0.10358902,600.21,0
ABF,15,1.0,1.0,1,Time_limit,0.44037281,600.23,0
ABF,15,1.0,1.0,2,Time_limit,0.63520042,600.25,0
ABF,15,1.0,1.0,3,Time_limit,0.53165473,600.08,0
ABF,15,1.0,1.0,4,Time_limit,0.46011748,600.1,0
ABF,15,0.8,1.2,0,Time_limit,0.51559924,600.05,0
ABF,15,0.8,1.2,1,Time_limit,0.44422336,600.16,0
ABF,15,0.8,1.2,2,Time_limit,0.37721923,600.09,0
ABF,15,0.8,1.2,3,Time_limit,0.54569599,600.15,0
ABF,15,0.8,1.2,4,Time_limit,0.90870741,600.18,0
ABF,15,0.5,1.5,0,Time_limit,0.61611538,600.02,0
ABF,15,0.5,1.5,1,Time_limit,0.50797643,600.21,0
ABF,15,0.5,1.5,2,Time_limit,0.50014548,600.08,0
ABF,15,0.5,1.5,3,Time_limit,0.83966119,600.03,0
ABF,15,0.5,1.5,4,Time_limit,0.87309107,600.09,0
SBF,15,0.25,0.25,0,Time_limit,0.30236785,600.04,0
SBF,15,0.25,0.25,1,Time_limit,0.66659188,600.08,0
SBF,15,0.25,0.25,2,Time_limit,0.64919735,600.06,0
SBF,15,0.25,0.25,3,Time_limit,0.6488027,600.09,0
SBF,15,0.25,0.25,4,Time_limit,0.46085077,600.02,0
SBF,15,0.2,0.3,0,Time_limit,0.3285961,600.07,0
SBF,15,0.2,0.3,1,Time_limit,0.64125328,600.06,0
SBF,15,0.2,0.3,2,Time_limit,0.29449389,600.06,0
SBF,15,0.2,0.3,3,Time_limit,0.69017724,600.08,0
SBF,15,0.2,0.3,4,Time_limit,0.40854866,600.03,0
SBF,15,0.125,0.375,0,Time_limit,0.35372958,600.08,0
SBF,15,0.125,0.375,1,Time_limit,0.54051825,600.05,0
SBF,15,0.125,0.375,2,Time_limit,0.5207644,600.07,0
SBF,15,0.125,0.375,3,Time_limit,0.69127562,600.06,0
SBF,15,0.125,0.375,4,Time_limit,0.4388922,600.07,0
SBF,15,0.5,0.5,0,Time_limit,0.36711821,600.06,0
SBF,15,0.5,0.5,1,Time_limit,0.50048527,600.05,0
SBF,15,0.5,0.5,2,Time_limit,0.55005737,600.03,0
SBF,15,0.5,0.5,3,Time_limit,0.62178399,600.05,0
SBF,15,0.5,0.5,4,Time_limit,0.38537806,600.06,0
SBF,15,0.4,0.6,0,Time_limit,0.39649854,600.05,0
SBF,15,0.4,0.6,1,Time_limit,0.6405299,600.05,0
SBF,15,0.4,0.6,2,Time_limit,0.58060274,600.04,0
SBF,15,0.4,0.6,3,Time_limit,0.67291158,600.08,0
SBF,15,0.4,0.6,4,Time_limit,0.38587492,600.03,0
SBF,15,0.25,0.75,0,Time_limit,0.44188244,600.07,0
SBF,15,0.25,0.75,1,Time_limit,0.59502255,600.03,0
SBF,15,0.25,0.75,2,Time_limit,0.54368337,600.05,0
SBF,15,0.25,0.75,3,Time_limit,0.63403333,600.03,0
SBF,15,0.25,0.75,4,Time_limit,0.43563381,600.07,0
SBF,15,1.0,1.0,0,Time_limit,0.31550256,600.05,0
SBF,15,1.0,1.0,1,Time_limit,0.46486743,600.04,0
SBF,15,1.0,1.0,2,Time_limit,0.20014819,600.05,0
SBF,15,1.0,1.0,3,Time_limit,0.59535571,600.05,0
SBF,15,1.0,1.0,4,Time_limit,0.346363,600.05,0
SBF,15,0.8,1.2,0,Time_limit,0.17649417,600.05,0
SBF,15,0.8,1.2,1,Time_limit,0.48159956,600.03,0
SBF,15,0.8,1.2,2,Time_limit,0.20823819,600.05,0
SBF,15,0.8,1.2,3,Time_limit,0.47981814,600.03,0
SBF,15,0.8,1.2,4,Time_limit,0.31684572,600.04,0
SBF,15,0.5,1.5,0,Time_limit,0.19407048,600.05,0
SBF,15,0.5,1.5,1,Time_limit,0.07534183,600.05,0
SBF,15,0.5,1.5,2,Time_limit,0.05892092,600.04,0
SBF,15,0.5,1.5,3,Time_limit,0.58174935,600.04,0
SBF,15,0.5,1.5,4,Time_limit,0.44921695,600.05,0
SBF-A,15,0.25,0.25,0,Optimal,0.01014357,19.67,0
SBF-A,15,0.25,0.25,1,Optimal,0.00786774,143.93,0
SBF-A,15,0.25,0.25,2,Optimal,0.00704652,30.64,0
SBF-A,15,0.25,0.25,3,Optimal,0.01226985,68.59,0
SBF-A,15,0.25,0.25,4,Optimal,0.00938839,20.5,0
SBF-A,15,0.2,0.3,0,Optimal,0.00984067,56.28,0
SBF-A,15,0.2,0.3,1,Optimal,0.00780556,146.34,0
SBF-A,15,0.2,0.3,2,Optimal,0.00675282,11.77,0
SBF-A,15,0.2,0.3,3,Optimal,0.01214941,65.83,0
SBF-A,15,0.2,0.3,4,Optimal,0.0090829,27.85,0
SBF-A,15,0.125,0.375,0,Optimal,0.00872415,106.16,0
SBF-A,15,0.125,0.375,1,Time_limit,0.178557,600.03,0
SBF-A,15,0.125,0.375,2,Optimal,0.00701048,15.48,0
SBF-A,15,0.125,0.375,3,Optimal,0.01233947,78.99,0
SBF-A,15,0.125,0.375,4,Optimal,0.00888052,45.95,0
SBF-A,15,0.5,0.5,0,Optimal,0.00946739,38.94,0
SBF-A,15,0.5,0.5,1,Optimal,0.00994721,44.6,0
SBF-A,15,0.5,0.5,2,Optimal,0.00658878,14.86,0
SBF-A,15,0.5,0.5,3,Optimal,0.00998914,68.78,0
SBF-A,15,0.5,0.5,4,Optimal,0.00913723,40.19,0
SBF-A,15,0.4,0.6,0,Optimal,0.00999467,43.07,0
SBF-A,15,0.4,0.6,1,Optimal,0.00864004,65.45,0
SBF-A,15,0.4,0.6,2,Optimal,0.00672685,70.89,0
SBF-A,15,0.4,0.6,3,Optimal,0.00993793,64.77,0
SBF-A,15,0.4,0.6,4,Optimal,0.00988607,65.29,0
SBF-A,15,0.25,0.75,0,Optimal,0.00746922,37.96,0
SBF-A,15,0.25,0.75,1,Optimal,0.00713393,147.78,0
SBF-A,15,0.25,0.75,2,Optimal,0.00674339,29.4,0
SBF-A,15,0.25,0.75,3,Optimal,0.0105394,91.41,0
SBF-A,15,0.25,0.75,4,Optimal,0.00901576,48.64,0
SBF-A,15,1.0,1.0,0,Optimal,0.01184016,27.04,0
SBF-A,15,1.0,1.0,1,Optimal,0.00531503,69.66,0
SBF-A,15,1.0,1.0,2,Optimal,0.01523552,41.53,0
SBF-A,15,1.0,1.0,3,Optimal,0.00954657,68.18,0
SBF-A,15,1.0,1.0,4,Optimal,0.00826323,38.56,0
SBF-A,15,0.8,1.2,0,Optimal,0.01060462,27.24,0
SBF-A,15,0.8,1.2,1,Optimal,0.00615042,61.02,0
SBF-A,15,0.8,1.2,2,Optimal,0.01258333,44.81,0
SBF-A,15,0.8,1.2,3,Optimal,0.00820627,227.67,0
SBF-A,15,0.8,1.2,4,Optimal,0.01047308,35.26,0
SBF-A,15,0.5,1.5,0,Optimal,0.00502889,41.86,0
SBF-A,15,0.5,1.5,1,Optimal,0.00336138,178.17,0
SBF-A,15,0.5,1.5,2,Optimal,0.01016136,12.78,0
SBF-A,15,0.5,1.5,3,Optimal,0.0097409,55.89,0
SBF-A,15,0.5,1.5,4,Optimal,0.00859159,38.35,0
SBF-D-enum,15,0.25,0.25,0,Time_limit,0.7281583,600.38,2678
SBF-D-enum,15,0.25,0.25,1,Time_limit,0.89444832,600.37,3064
SBF-D-enum,15,0.25,0.25,2,Time_limit,0.5344565,600.11,3717
SBF-D-enum,15,0.25,0.25,3,Time_limit,0.75310499,600.27,3098
SBF-D-enum,15,0.25,0.25,4,Time_limit,0.72221731,600.33,2731
SBF-D-enum,15,0.2,0.3,0,Time_limit,0.80497901,600.69,2761
SBF-D-enum,15,0.2,0.3,1,Time_limit,0.85217807,600.75,2735
SBF-D-enum,15,0.2,0.3,2,Time_limit,0.43159191,600.13,3112
SBF-D-enum,15,0.2,0.3,3,Time_limit,0.79990391,600.22,3323
SBF-D-enum,15,0.2,0.3,4,Time_limit,0.78640978,600.12,2922
SBF-D-enum,15,0.125,0.375,0,Time_limit,0.77000082,600.33,2583
SBF-D-enum,15,0.125,0.375,1,Time_limit,0.88169747,600.16,2952
SBF-D-enum,15,0.125,0.375,2,Time_limit,0.5174981,600.45,3894
SBF-D-enum,15,0.125,0.375,3,Time_limit,0.75968339,600.2,3287
SBF-D-enum,15,0.125,0.375,4,Time_limit,0.80003791,600.27,2898
SBF-D-enum,15,0.5,0.5,0,Time_limit,0.85271882,600.49,2593
SBF-D-enum,15,0.5,0.5,1,Time_limit,0.80797247,600.15,2660
SBF-D-enum,15,0.5,0.5,2,Time_limit,0.58163465,600.15,3508
SBF-D-enum,15,0.5,0.5,3,Time_limit,0.80340677,600.08,2911
SBF-D-enum,15,0.5,0.5,4,Time_limit,0.836526,600.27,2653
SBF-D-enum,15,0.4,0.6,0,Time_limit,0.91265092,600.06,2776
SBF-D-enum,15,0.4,0.6,1,Time_limit,0.85471346,600.04,2239
SBF-D-enum,15,0.4,0.6,2,Time_limit,0.69828339,600.29,4212
SBF-D-enum,15,0.4,0.6,3,Time_limit,0.83467291,600.44,3083
SBF-D-enum,15,0.4,0.6,4,Time_limit,0.75779031,600.03,1837
SBF-D-enum,15,0.25,0.75,0,Time_limit,0.90262709,600.38,2951
SBF-D-enum,15,0.25,0.75,1,Time_limit,0.9548986,600.22,3118
SBF-D-enum,15,0.25,0.75,2,Time_limit,0.47583588,600.24,3094
SBF-D-enum,15,0.25,0.75,3,Time_limit,0.8496202,600.59,3167
SBF-D-enum,15,0.25,0.75,4,Time_limit,0.8202421,600.29,2806
SBF-D-enum,15,1.0,1.0,0,Time_limit,0.75949395,600.06,3022
SBF-D-enum,15,1.0,1.0,1,Time_limit,1.0,600.26,2729
SBF-D-enum,15,1.0,1.0,2,Time_limit,0.51422891,600.77,3697
SBF-D-enum,15,1.0,1.0,3,Time_limit,1.0,600.16,3051
SBF-D-enum,15,1.0,1.0,4,Time_limit,1.0,600.37,2693
SBF-D-enum,15,0.8,1.2,0,Time_limit,0.64022163,600.28,3389
SBF-D-enum,15,0.8,1.2,1,Time_limit,1.0,600.22,3217
SBF-D-enum,15,0.8,1.2,2,Time_limit,0.51901691,600.09,3954
SBF-D-enum,15,0.8,1.2,3,Time_limit,1.0,600.63,3195
SBF-D-enum,15,0.8,1.2,4,Time_limit,0.94769431,600.45,2121
SBF-D-enum,15,0.5,1.5,0,Time_limit,0.80267513,600.26,3522
SBF-D-enum,15,0.5,1.5,1,Time_limit,1.0,600.29,2830
SBF-D-enum,15,0.5,1.5,2,Time_limit,0.37030306,600.28,3888
SBF-D-enum,15,0.5,1.5,3,Time_limit,1.0,600.24,3097
SBF-D-enum,15,0.5,1.5,4,Time_limit,1.0,600.5,2623
SBF-A-D-enum,15,0.25,0.25,0,Optimal,0.0,422.46,2690
SBF-A-D-enum,15,0.25,0.25,1,Optimal,0.0,230.63,198
SBF-A-D-enum,15,0.25,0.25,2,Optimal,0.0,129.58,3126
SBF-A-D-enum,15,0.25,0.25,3,Optimal,0.0,438.56,1026
SBF-A-D-enum,15,0.25,0.25,4,Optimal,0.0,158.33,224
SBF-A-D-enum,15,0.2,0.3,0,Optimal,0.0,113.32,82
SBF-A-D-enum,15,0.2,0.3,1,Optimal,0.0,397.6,184
SBF-A-D-enum,15,0.2,0.3,2,Optimal,0.0,28.95,292
SBF-A-D-enum,15,0.2,0.3,3,Time_limit,0.02201035,600.01,400
SBF-A-D-enum,15,0.2,0.3,4,Optimal,0.0,83.31,400
SBF-A-D-enum,15,0.125,0.375,0,Optimal,0.0,383.08,1708
SBF-A-D-enum,15,0.125,0.375,1,Optimal,0.0,448.05,402
SBF-A-D-enum,15,0.125,0.375,2,Optimal,0.0,36.91,488
SBF-A-D-enum,15,0.125,0.375,3,Optimal,0.0,275.67,338
SBF-A-D-enum,15,0.125,0.375,4,Optimal,0.0,136.41,254
SBF-A-D-enum,15,0.5,0.5,0,Optimal,0.0,477.84,3984
SBF-A-D-enum,15,0.5,0.5,1,Optimal,0.0,97.23,92
SBF-A-D-enum,15,0.5,0.5,2,Optimal,0.0,35.96,200
SBF-A-D-enum,15,0.5,0.5,3,Optimal,0.0,416.74,248
SBF-A-D-enum,15,0.5,0.5,4,Optimal,0.0,138.57,596
SBF-A-D-enum,15,0.4,0.6,0,Optimal,0.0,251.11,1034
SBF-A-D-enum,15,0.4,0.6,1,Optimal,0.0,146.46,214
SBF-A-D-enum,15,0.4,0.6,2,Optimal,0.0,112.2,1448
SBF-A-D-enum,15,0.4,0.6,3,Optimal,0.0,564.53,152
SBF-A-D-enum,15,0.4,0.6,4,Optimal,0.0,127.87,98
SBF-A-D-enum,15,0.25,0.75,0,Optimal,0.0,468.5,2122
SBF-A-D-enum,15,0.25,0.75,1,Optimal,0.0,451.18,292
SBF-A-D-enum,15,0.25,0.75,2,Optimal,0.0,158.29,790
SBF-A-D-enum,15,0.25,0.75,3,Optimal,0.0,500.66,1414
SBF-A-D-enum,15,0.25,0.75,4,Optimal,0.0,255.76,442
SBF-A-D-enum,15,1.0,1.0,0,Optimal,0.0,129.33,4804
SBF-A-D-enum,15,1.0,1.0,1,Optimal,0.0,327.45,990
SBF-A-D-enum,15,1.0,1.0,2,Optimal,0.0,150.71,3404
SBF-A-D-enum,15,1.0,1.0,3,Time_limit,0.16661994,600.03,3076
SBF-A-D-enum,15,1.0,1.0,4,Optimal,0.0,105.36,450
SBF-A-D-enum,15,0.8,1.2,0,Optimal,0.0,238.68,2604
SBF-A-D-enum,15,0.8,1.2,1,Optimal,0.0,146.57,336
SBF-A-D-enum,15,0.8,1.2,2,Optimal,0.0,304.96,6986
SBF-A-D-enum,15,0.8,1.2,3,Time_limit,0.30917255,600.05,1192
SBF-A-D-enum,15,0.8,1.2,4,Optimal,0.0,154.08,186
SBF-A-D-enum,15,0.5,1.5,0,Optimal,0.0,176.39,1186
SBF-A-D-enum,15,0.5,1.5,1,Optimal,0.0,471.22,1492
SBF-A-D-enum,15,0.5,1.5,2,Optimal,0.0,136.43,3282
SBF-A-D-enum,15,0.5,1.5,3,Time_limit,0.10185831,600.04,3222
SBF-A-D-enum,15,0.5,1.5,4,Optimal,0.0,177.83,426
ABF,20,0.25,0.25,0,Time_limit,0.83945964,600.09,0
ABF,20,0.25,0.25,1,Time_limit,0.19987103,600.41,0
ABF,20,0.25,0.25,2,Time_limit,0.79953207,600.06,0
ABF,20,0.25,0.25,3,Time_limit,0.83704834,600.04,0
ABF,20,0.25,0.25,4,Time_limit,0.88632791,600.05,0
ABF,20,0.2,0.3,0,Time_limit,0.78748824,600.04,0
ABF,20,0.2,0.3,1,Time_limit,0.90593938,600.43,0
ABF,20,0.2,0.3,2,Time_limit,0.83290054,600.32,0
ABF,20,0.2,0.3,3,Time_limit,0.12985709,600.4,0
ABF,20,0.2,0.3,4,Time_limit,0.86755341,600.52,0
ABF,20,0.125,0.375,0,Time_limit,0.92056901,600.36,0
ABF,20,0.125,0.375,1,Time_limit,0.85988081,600.08,0
ABF,20,0.125,0.375,2,Time_limit,0.85655614,600.08,0
ABF,20,0.125,0.375,3,Time_limit,0.8417204,600.08,0
ABF,20,0.125,0.375,4,Time_limit,0.87376915,600.09,0
ABF,20,0.5,0.5,0,Time_limit,0.85970184,600.2,0
ABF,20,0.5,0.5,1,Time_limit,0.93842789,600.05,0
ABF,20,0.5,0.5,2,Time_limit,0.83247261,600.09,0
ABF,20,0.5,0.5,3,Time_limit,0.91901731,600.06,0
ABF,20,0.5,0.5,4,Time_limit,0.30513833,600.33,0
ABF,20,0.4,0.6,0,Time_limit,0.89700077,600.04,0
ABF,20,0.4,0.6,1,Time_limit,0.94196766,600.46,0
ABF,20,0.4,0.6,2,Time_limit,0.8247515,600.08,0
ABF,20,0.4,0.6,3,Time_limit,0.40955812,600.17,0
ABF,20,0.4,0.6,4,Time_limit,0.4406997,600.11,0
ABF,20,0.25,0.75,0,Time_limit,0.94099708,600.06,0
ABF,20,0.25,0.75,1,Time_limit,0.33652148,600.31,0
ABF,20,0.25,0.75,2,Time_limit,0.88094699,600.07,0
ABF,20,0.25,0.75,3,Time_limit,0.87939849,600.24,0
ABF,20,0.25,0.75,4,Time_limit,0.36221469,600.28,0
ABF,20,1.0,1.0,0,Time_limit,0.64055908,600.23,0
ABF,20,1.0,1.0,1,Time_limit,0.77070468,600.49,0
ABF,20,1.0,1.0,2,Time_limit,0.71064554,600.06,0
ABF,20,1.0,1.0,3,Time_limit,0.96317502,600.17,0
ABF,20,1.0,1.0,4,Time_limit,0.65718219,600.28,0
ABF,20,0.8,1.2,0,Time_limit,0.69869481,600.3,0
ABF,20,0.8,1.2,1,Time_limit,0.74075965,600.06,0
ABF,20,0.8,1.2,2,Time_limit,0.71748843,600.35,0
ABF,20,0.8,1.2,3,Time_limit,0.75766765,600.48,0
ABF,20,0.8,1.2,4,Time_limit,0.69658387,600.19,0
ABF,20,0.5,1.5,0,Time_limit,0.93371806,600.19,0
ABF,20,0.5,1.5,1,Time_limit,0.72388088,600.05,0
ABF,20,0.5,1.5,2,Time_limit,0.67591832,600.38,0
ABF,20,0.5,1.5,3,Time_limit,0.75719457,600.22,0
ABF,20,0.5,1.5,4,Time_limit,0.68041247,600.34,0
ABF-D,20,0.25,0.25,0,Time_limit,0.07069086,601.61,23946
ABF-D,20,0.25,0.25,1,Time_limit,0.04539322,600.47,23540
ABF-D,20,0.25,0.25,2,Time_limit,0.08763853,600.42,24076
ABF-D,20,0.25,0.25,3,Time_limit,0.07132848,600.29,24756
ABF-D,20,0.25,0.25,4,Time_limit,0.05518702,601.07,23620
ABF-D,20,0.2,0.3,0,Time_limit,0.06176263,600.45,21836
ABF-D,20,0.2,0.3,1,Time_limit,0.02297897,600.51,19398
ABF-D,20,0.2,0.3,2,Time_limit,0.09055627,600.7,22698
ABF-D,20,0.2,0.3,3,Time_limit,0.07011154,601.75,22632
ABF-D,20,0.2,0.3,4,Time_limit,0.06154034,601.83,22836
ABF-D,20,0.125,0.375,0,Time_limit,0.0534519,600.44,20080
ABF-D,20,0.125,0.375,1,Optimal,0.0,370.72,12700
ABF-D,20,0.125,0.375,2,Time_limit,0.0914613,600.43,20514
ABF-D,20,0.125,0.375,3,Time_limit,0.06994391,601.1,20424
ABF-D,20,0.125,0.375,4,Time_limit,0.06650606,600.19,20298
ABF-D,20,0.5,0.5,0,Time_limit,0.22606066,600.73,19866
ABF-D,20,0.5,0.5,1,Time_limit,0.28546017,600.62,21822
ABF-D,20,0.5,0.5,2,Time_limit,0.29619994,601.05,20572
ABF-D,20,0.5,0.5,3,Time_limit,0.2649412,600.66,18924
ABF-D,20,0.5,0.5,4,Time_limit,0.22678416,600.4,18634
